t,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
63,0.5517801308661345,0.001401454477005971,0.0673979025901636,0.0,0.0,0.0007111507531154,6.708430176646008e-05,0.037587855945674396,0.02406358179931532,0.03789251682333406,0.0,0.0,2.10857879109181e-05,9.605847963959305e-06,0.0035511820755956317,0.05563372378968149,0.003503860596225217,0.0,0.0,3.327644192945259e-05,5.3283119638499e-06,0.11514092757796036,0.0002788379839471397,0.0001989462020297008
64,0.5512588957635426,0.0014003297640331053,0.06735683428015597,0.0,0.0,0.0007111096848803189,6.741407699737759e-05,0.037841640083616575,0.024028301533525205,0.03766921962367898,0.0,0.0,2.1280499012365666e-05,9.670825212610624e-06,0.003579456366928124,0.055690582103373805,0.0035526359311718113,0.0,0.0,3.332308920592869e-05,5.3572219757896405e-06,0.11511044213698453,0.0002789378953233893,0.0001990174871127553
65,0.5507419160107793,0.0013990742104558601,0.06731874115939918,0.0,0.0,0.0007110712984433312,6.774366193674042e-05,0.03809074657009204,0.023990961710189447,0.03745268877864698,0.0,0.0,2.147335906965677e-05,9.734901937331584e-06,0.0036067704552989162,0.05574642302740498,0.0036015873885466587,0.0,0.0,3.336919432849693e-05,5.386512235863521e-06,0.11507996851283109,0.00027903777872836927,0.00019908875223878031
66,0.5502291252555511,0.001397696215274698,0.06728348258664213,0.0,0.0,0.0007110355893218574,6.807299237735815e-05,0.038335296950336294,0.023951708406010068,0.03724265578204781,0.0,0.0,2.166441771889009e-05,9.798108142553431e-06,0.003633139890884014,0.055801275031101466,0.0036506856357040656,0.0,0.0,3.3414773576144665e-05,5.416164965102268e-06,0.11504950661412051,0.000279137634169911,0.0001991599974133635
67,0.5497204591249356,0.001396203805103548,0.06725092716373124,0.0,0.0,0.0007110025515505498,6.840200924988604e-05,0.03857540684956769,0.02391067730244013,0.03703886848991848,0.0,0.0,2.185372206924408e-05,9.860472147609885e-06,0.003658580682221146,0.055855166028833274,0.00369990240230854,0.0,0.0,3.345984293552286e-05,5.446162797895355e-06,0.11501905634857663,0.00027923746165584305,0.00019923122264209027
68,0.5492158546397231,0.0013946048784077177,0.06722094931302394,0.0,0.0,0.0007109721783396966,6.873065667421005e-05,0.038811188050767595,0.023867997423266778,0.03684108528864678,0.0,0.0,2.204131759097493e-05,9.922021180012052e-06,0.0036831090535077602,0.055908123525815576,0.0037492101652709924,0.0,0.0,3.3504418174994764e-05,5.4764886685827205e-06,0.11498861762358659,0.0002793372611939918,0.0001993024279305447
69,0.5487152499128799,0.0013929069311389266,0.06719342897377277,0.0,0.0,0.0007109444618944841,6.905888194789804e-05,0.03904274878608117,0.02382379172302657,0.03664907421269508,0.0,0.0,2.222724823821313e-05,9.982781472272361e-06,0.0037067414732207447,0.055960174633916795,0.003798582109622064,0.0,0.0,3.354851485232408e-05,5.507125798740565e-06,0.11495819034631884,0.00027943703279218157,0.00019937361328430938
70,0.548218584215958,0.0013911168480220822,0.06716825248894659,0.0,0.0,0.0007109193931426452,6.938663613639713e-05,0.039270193202985276,0.02377817623284505,0.03646261433670721,0.0,0.0,2.2411556220477242e-05,1.0042778120895211e-05,0.003729494705729784,0.056011345997256774,0.0038479922524488636,0.0,0.0,3.359214827410127e-05,5.538057750329084e-06,0.11492777442377773,0.00027953677645823466,0.00019944477870896524
71,0.547725798073233,0.001389241126212753,0.06714531200587763,0.0,0.0,0.0007108969620162568,6.971387363312927e-05,0.039493621609992154,0.023731260546243693,0.03628149504204807,0.0,0.0,2.25942821101187e-05,1.0102035156306735e-05,0.0037513856952508984,0.05606166377161857,0.0038974154491889876,0.0,0.0,3.36353334823833e-05,5.569268436609768e-06,0.11489736976305433,0.0002796364921999707,0.00019951592421009159
72,0.5472368334622635,0.0013872859041036717,0.06712450592278489,0.0,0.0,0.0007108771574492855,7.004055238110947e-05,0.03971313009578917,0.023683147259842666,0.036105516959883566,0.0,0.0,2.2775464682217626e-05,1.0160575443496641e-05,0.003772431515975178,0.05611115353117499,0.003946827527283153,0.0,0.0,3.367808520223046e-05,5.600742185844243e-06,0.1148669762715663,0.0002797361800252069,0.00019958704979326574
73,0.5467516326807234,0.0013852572452675664,0.06710573398822921,0.0,0.0,0.0007108599681640761,7.036663108892039e-05,0.0399288138317928,0.023633937455452905,0.0359344831606446,0.0,0.0,2.2955142321271192e-05,1.0218421594444286e-05,0.0037926492658792396,0.0561598407204516,0.003996204529069144,0.0,0.0,3.3720418087909795e-05,5.632463418577292e-06,0.1148365938568201,0.0002798358399417597,0.00019965815546406465
74,0.5462701397878803,0.0013831607278432675,0.06708890346014304,0.0,0.0,0.000710845381666743,7.069207277629343e-05,0.040140762861991475,0.023583723840918693,0.03576821025625623,0.0,0.0,2.313335122676293e-05,1.0275594806916839e-05,0.0038120561473188605,0.05620775002132132,0.004045523739097325,0.0,0.0,3.376234637560292e-05,5.664417095613616e-06,0.1148062224270766,0.000279935471957442,0.00019972924122806272
75,0.5457922996411381,0.001381001713160947,0.06707392500495293,0.0,0.0,0.000710833384912321,7.101684241647908e-05,0.040349064907411476,0.02353259532125126,0.03560652100261141,0.0,0.0,2.331012660836434e-05,1.0332115637914292e-05,0.0038306694138015617,0.05625490577409825,0.004094763000358939,0.0,0.0,3.380388411440729e-05,5.696588419973138e-06,0.11477586189091309,0.00028003507608006525,0.00019980030709083324
76,0.5453180582662341,0.0013787852326990738,0.06706071396365311,0.0,0.0,0.0007108239641255847,7.134090767291993e-05,0.0405538044003081,0.023480635594231414,0.035449246677137926,0.0,0.0,2.3485502277686266e-05,1.0388003753540418e-05,0.0038485062939377936,0.05630133174883443,0.00414390104105886,0.0,0.0,3.384504503766361e-05,5.728962993309472e-06,0.11474551215783949,0.00028013465231743826,0.00019987135305794766
77,0.5448473633420394,0.0013765158725709127,0.0670491922771867,0.0,0.0,0.000710817104510344,7.166423999701714e-05,0.04075506113837561,0.023427920991799283,0.03529623059368349,0.0,0.0,2.365951007574741e-05,1.0443277560698871e-05,0.0038655839910074286,0.05634705092390886,0.00419291782290668,0.0,0.0,3.3885842440700714e-05,5.7615269712888835e-06,0.11471517313862128,0.00028023420067736625,0.00019994237913497492
78,0.5443801607572738,0.001374198691697146,0.06703927484416491,0.0,0.0,0.0007108127923451061,7.198680680127779e-05,0.04095291989232103,0.023374535711621083,0.03514730318874678,0.0,0.0,2.3832183957309e-05,1.0497956814693146e-05,0.003881919759910539,0.056392087146906425,0.004241791963087881,0.0,0.0,3.39262901004568e-05,5.794265902478061e-06,0.11468484474256133,0.00028033372116765843,0.00020001338532748677
79,0.5439164014878053,0.0013718374450063064,0.0670308961381146,0.0,0.0,0.0007108110109835282,7.230858671216602e-05,0.04114745149183241,0.023320542061568507,0.03500233083771551,0.0,0.0,2.400355195480162e-05,1.0552057502444763e-05,0.003897530607702688,0.056436461745524226,0.0042905059363026595,0.0,0.0,3.396640039476166e-05,5.827167090639646e-06,0.11465452688354946,0.00028043321379611267,0.00020008437164104683
80,0.5434560343388748,0.001369436472242896,0.06702398197172883,0.0,0.0,0.0007108117451197915,7.262955338565417e-05,0.04133873285170931,0.023266012018189626,0.034861164114907424,0.0,0.0,2.417364468765747e-05,1.0605597261659503e-05,0.003912433576195615,0.05648019708833561,0.004339040593884661,0.0,0.0,3.400618627725547e-05,5.8602171110664634e-06,0.11462421947383851,0.00028053267857053153,0.00020015533808122207
81,0.5429990102691301,0.0013669995974650306,0.06701846604985147,0.0,0.0,0.000710814978328159,7.294968498751919e-05,0.04152683516000294,0.023211008711673236,0.0347236682120053,0.0,0.0,2.434249034501981e-05,1.0658592189618933e-05,0.003926645511604611,0.056523314433386956,0.004387378448920373,0.0,0.0,3.4045660082287166e-05,5.893403308154605e-06,0.11459392242803193,0.00028063211549871254,0.00020022628465357596
82,0.5425452811369877,0.0013645304114501332,0.06701428556824077,0.0,0.0,0.0007108206936569698,7.326896168422159e-05,0.041711827126297535,0.023155591369988886,0.034589714720602176,0.0,0.0,2.4510116062963386e-05,1.0711057713102012e-05,0.003940183222909712,0.0565658345962216,0.004435502694678356,0.0,0.0,3.408483389871266e-05,5.926713334841813e-06,0.11456363566151472,0.0002807315245884514,0.0002002972113636705
83,0.5420947996879086,0.0013620323184185682,0.06701138060874419,0.0,0.0,0.0007108288738026467,7.35873652769438e-05,0.04189377526273897,0.02309981597628658,0.034459180691371875,0.0,0.0,2.4676548048388012e-05,1.0763008676902826e-05,0.003953063351234274,0.05660777789099455,0.004483397236175606,0.0,0.0,3.41237195332275e-05,5.960135186946727e-06,0.11453335909104218,0.0002808309058475413,0.0002003681182170661
84,0.5416475188938846,0.0013595087395310828,0.06700969112169314,0.0,0.0,0.000710839501632182,7.390487745488379e-05,0.04207274590489121,0.023043738631250105,0.03433194323499159,0.0,0.0,2.4841812441744734e-05,1.081445990156968e-05,0.003965302288349735,0.05664916440053285,0.00453104622481033,0.0,0.0,3.416232865684435e-05,5.993657009172281e-06,0.11450309263466747,0.00028093025928377455,0.0002004390052193224
85,0.5412033932550036,0.0013569627119312487,0.06700916287167274,0.0,0.0,0.0007108525591537189,7.422148323688087e-05,0.042248801229801215,0.022987408928033443,0.034207890160406304,0.0,0.0,2.5005933617107132e-05,1.0865425084435635e-05,0.003976916337140313,0.05669001344411029,0.004578434975423528,0.0,0.0,3.4200672516215864e-05,6.02726747741956e-06,0.114472836211885,0.0002810295849049398,0.00020050987237599653
86,0.5407623780952374,0.0013543970975324997,0.06700974421513288,0.0,0.0,0.0007108680280752107,7.45371690995198e-05,0.0424220014126884,0.022930873552263493,0.034086914201162874,0.0,0.0,2.516893510441624e-05,1.091591740102341e-05,0.003987921617263416,0.05673034385856539,0.0046255494757109486,0.0,0.0,3.423876208567717e-05,6.0609555962181384e-06,0.11444258974358416,0.0002811288827188238,0.00020058071969264408
87,0.540324428856914,0.0013518147779757466,0.06701138286250899,0.0,0.0,0.0007108858903670769,7.485192108463647e-05,0.0425924067916099,0.022874179915825483,0.03396890719985398,0.0,0.0,2.533084051780619e-05,1.0965950119448742e-05,0.003998333957515172,0.05677017426800805,0.004672375904467286,0.0,0.0,3.427660821233909e-05,6.094710503246661e-06,0.11441235315205796,0.00028122815273321194,0.0002006515471748199
88,0.5398895020965254,0.0013492183801170619,0.06701403044872298,0.0,0.0,0.0007109061274679134,7.516572747124605e-05,0.04276007481198915,0.022817371026751302,0.03385376831784905,0.0,0.0,2.549167224512932e-05,1.1015535732679124e-05,0.004008169048356853,0.05680952270369814,0.004718901311102993,0.0,0.0,3.431422141163291e-05,6.1285217448940746e-06,0.11438212636098838,0.0002813273949558871,0.00020072235482807688
89,0.5394575551778591,0.0013466103638669154,0.06701764108453126,0.0,0.0,0.0007109287205424776,7.54785779294343e-05,0.042925060987628424,0.022760487117423584,0.03374140143847931,0.0,0.0,2.565145185983887e-05,1.1064686228537263e-05,0.004017442387053681,0.05684840671845761,0.004765113403773966,0.0,0.0,3.435161192842973e-05,6.162379192613068e-06,0.11435190929550566,0.0002814266093946298,0.00020079314265796636
90,0.5390285460581367,0.0013439930983790475,0.06702217016146088,0.0,0.0,0.0007109536507224602,7.579046282584852e-05,0.04308741966012061,0.022703566997537436,0.033631713048645054,0.0,0.0,2.5810200445154664e-05,1.1113413289863157e-05,0.004026169203184753,0.056886843453827,0.004811000390331678,0.0,0.0,3.43887897709351e-05,6.196272990488027e-06,0.11432170188248214,0.00028152579605721854,0.0002008639106700381
91,0.5386024334957836,0.0013413687847695576,0.06702757555324507,0.0,0.0,0.0007109808988592863,7.610137392126753e-05,0.043247203241531515,0.02264664669212556,0.03352461436411369,0.0,0.0,2.5967938271043513e-05,1.116172809744041e-05,0.004034364538910896,0.05692484957756254,0.004856551135325306,0.0,0.0,3.442576467965543e-05,6.230193604896313e-06,0.11429150405019174,0.00028162495495142947,0.0002009346588698403
92,0.5381791770188189,0.001338739466492883,0.067033817438734,0.0,0.0,0.0007110104455594928,7.641130426925954e-05,0.04340446232629986,0.022589759643171066,0.033420021015121516,0.0,0.0,2.612468484179896e-05,1.1209641358596966e-05,0.0040420432374715974,0.0569624412929264,0.0049017551366854475,0.0,0.0,3.446254613201278e-05,6.26413181713203e-06,0.1142613157283626,0.0002817240860850367,0.00020100538726291963
93,0.5377587366639518,0.001336107215303533,0.06704085642653851,0.0,0.0,0.0007110422716387507,7.672024703218621e-05,0.0435592468557984,0.022532938780182397,0.03331784980188083,0.0,0.0,2.6280459402354658e-05,1.1257163643627563e-05,0.004049219796765421,0.056999634431262845,0.0049466022918848015,0.0,0.0,3.449914338818237e-05,6.298078649508415e-06,0.11423113684855131,0.00028182318946581213,0.0002010760958548212
94,0.5373410732963556,0.0013334738963190493,0.06704865588246849,0.0,0.0,0.0007110763575540682,7.702819695665637e-05,0.04371160467415263,0.0224762139539903,0.03321802271657557,0.0,0.0,2.6435280309783313e-05,1.1304304966443548e-05,0.004055908552407085,0.05703644433742174,0.00499108318743513,0.0,0.0,3.453556543437051e-05,6.332025456839797e-06,0.11420096734368847,0.0002819222651015254,0.00020114678465108854
95,0.5369261484330726,0.0013308412933518035,0.06705718066668542,0.0,0.0,0.0007111126837097145,7.733514957400678e-05,0.043861582314403416,0.022419613331903038,0.03312046475572454,0.0,0.0,2.6589165375344792e-05,1.1351075012563993e-05,0.004062123580480069,0.05707288593377548,0.005035188939117533,0.0,0.0,3.457182101464283e-05,6.365963875552906e-06,0.11417080714831743,0.0002820213129999441,0.00020121745365726365
96,0.5365139240729286,0.0013282111400881847,0.06706639637357144,0.0,0.0,0.000711151230596792,7.764110074072017e-05,0.04400922552464081,0.0223631642944019,0.03302510249316143,0.0,0.0,2.6742132091624035e-05,1.1397483285753987e-05,0.004067878681915195,0.057108973796935435,0.005078911040229585,0.0,0.0,3.460791867179706e-05,6.3998857672101625e-06,0.11414065619857716,0.0002821203331688335,0.000201288102878887
97,0.53610436291322,0.0013255850585355347,0.06707627041135442,0.0,0.0,0.0007111919785776114,7.79460472996285e-05,0.044154578541379205,0.02230689218376202,0.03293186606383982,0.0,0.0,2.689419731821589e-05,1.1443538903422132e-05,0.00407318742142131,0.05714472206368831,0.005122241555435014,0.0,0.0,3.4643866697783136e-05,6.433783288640227e-06,0.1141105144321638,0.0002822193256159569,0.00020135873232149753
98,0.53569742835622,0.0013229645631978309,0.06708677200383893,0.0,0.0,0.0007112349078896485,7.824998707888089e-05,0.04429768408328087,0.02225082029654853,0.03284068917766019,0.0,0.0,2.7045377279168718e-05,1.1489250595384095e-05,0.004078063123403395,0.057180144427157804,0.005165173126442493,0.0,0.0,3.467967313152674e-05,6.467648894546469e-06,0.11408038178834622,0.00028231829034907523,0.00020142934199063252
99,0.5352930844280995,0.0013203510926428112,0.06709787174294148,0.0,0.0,0.0007112799987410119,7.855291861493541e-05,0.04443858364507358,0.02219497039447846,0.03275150831233906,0.0,0.0,2.719568769034862e-05,1.1534626787375864e-05,0.004082518849955841,0.05721525417056633,0.0052076988992671115,0.0,0.0,3.471534577650724e-05,6.501475311976645e-06,0.1140502582080039,0.00028241722737594737,0.0002014999318918278
100,0.5348912957603732,0.0013177460215149565,0.06710954146189657,0.0,0.0,0.0007113272313405842,7.88548410725641e-05,0.04457731757716631,0.022139362845232845,0.03266426249234178,0.0,0.0,2.7345143794056198e-05,1.1579675624066049e-05,0.0040865673916518665,0.05725006417415486,0.005249812507472242,0.0,0.0,3.4750892204233404e-05,6.535255534880239e-06,0.11402014363364883,0.00028251613670432995,0.0002015705020306176
101,0.5344920275713462,0.0013151506725484713,0.06712175410846286,0.0,0.0,0.0007113765859281628,7.915575416485811e-05,0.04471392516526499,0.02208401676326874,0.03257889306781528,0.0,0.0,2.749376039364334e-05,1.1624404992068228e-05,0.004090221258332929,0.05728458692210278,0.005291508055411396,0.0,0.0,3.478631975771905e-05,6.5689828186657936e-06,0.11399003800944749,0.0002826150183419774,0.00020164105241253464
102,0.5340952454812148,0.00131256614019115,0.06713448364587653,0.0,0.0,0.0007114280426442571,7.945565817695446e-05,0.04484844478577792,0.022028950295128035,0.03249534327253007,0.0,0.0,2.764155192018278e-05,1.1668822578187649e-05,0.00409349272520818,0.05731883453429868,0.005332780062183289,0.0,0.0,3.482163556887337e-05,6.602650657669508e-06,0.11395994128114612,0.0002827138722966422,0.00020171158304311006
103,0.53370091462038,0.0013099923138586932,0.06714770507207694,0.0,0.0,0.000711481580718556,7.975455443062311e-05,0.04498091438316716,0.02197418151828134,0.03241355684334912,0.0,0.0,2.7788532635288894e-05,1.17129360773089e-05,0.004096394114173579,0.05735281890389545,0.005373623238411614,0.0,0.0,3.4856846635127314e-05,6.636252689886368e-06,0.11392985339558499,0.00028281269857607434,0.00020178209392787344
104,0.5333090011344743,0.001307429646877754,0.06716139419663858,0.0,0.0,0.0007115371799480529,8.005244432056488e-05,0.04511137082341773,0.02191972708451065,0.03233348002959713,0.0,0.0,2.7934716356400828e-05,1.1756752865010892e-05,0.004098937367373123,0.057386551558605996,0.005414032724620399,0.0,0.0,3.489195974325694e-05,6.669782793912659e-06,0.11389977430110956,0.0002829114971880219,0.00020185258507235287
105,0.5329194738321127,0.0013048810853860712,0.06717552746247417,0.0,0.0,0.0007115948222959625,8.034932829890526e-05,0.04523984915713641,0.021865600668492118,0.032255063888435895,0.0,0.0,2.8080116143318523e-05,1.1800279629752549e-05,0.004101133596821549,0.05742004351759968,0.005454004343707821,0.0,0.0,3.492698139125743e-05,6.703235189600829e-06,0.11386970394794332,0.00028301026814023066,0.00020192305648207486
106,0.532532300971857,0.001302348235971826,0.06719008238056023,0.0,0.0,0.0007116544887204035,8.064520792612849e-05,0.04536638397546591,0.021811815923840686,0.03217825995962874,0.0,0.0,2.8224744878880778e-05,1.1843523095151786e-05,0.004102993921925117,0.057453305507546834,0.0054935342023959945,0.0,0.0,3.496191790462714e-05,6.7366042848498196e-06,0.11383964228768542,0.0002831090114404442,0.00020199350816256433
107,0.5321474504185522,0.001299831495137316,0.06720503771923536,0.0,0.0,0.0007117161592440359,8.094008594240423e-05,0.045491009220977416,0.02175838613653492,0.03210302080287484,0.0,0.0,2.8368615183905746e-05,1.1886489941371672e-05,0.004104529452053191,0.05748634794082196,0.005532618736463681,0.0,0.0,3.499677542506825e-05,6.769884691738542e-06,0.11380958927335329,0.00028320772709640414,0.0002020639401193447
108,0.5317648900108082,0.0012973303403059514,0.06722037419876772,0.0,0.0,0.0007117798130392168,8.123396663479037e-05,0.045613757632208776,0.021705323152992693,0.03202930163018015,0.0,0.0,2.8511739158824194e-05,1.1929186544744641e-05,0.0041057513303891435,0.05751918091750819,0.005571254753135247,0.0,0.0,3.503155991573945e-05,6.803071229692821e-06,0.11377954485924553,0.00028330641511584967,0.00020213435235793786
109,0.5313845885194344,0.0012948448583728917,0.06723607280978358,0.0,0.0,0.0007118454299792968,8.152685398256175e-05,0.045734661219044306,0.02165263800053151,0.03195705920669465,0.0,0.0,2.8654128618789166e-05,1.1971619089408067e-05,0.004106670277095508,0.05755181420098454,0.005609439422208148,0.0,0.0,3.5066277143380876e-05,6.836158936380322e-06,0.11374950900114646,0.00028340507550651795,0.0002022047448838641
110,0.5310065168902547,0.0012923775190033778,0.06725211355533918,0.0,0.0,0.0007119129922977338,8.18187499926869e-05,0.04585375136814862,0.02160034079178484,0.03188625184086328,0.0,0.0,2.8795795158302637e-05,1.2013793507089262e-05,0.0041072961415539,0.05758425718720992,0.005647170305733107,0.0,0.0,3.51009326594699e-05,6.8691430858068865e-06,0.11371948165646559,0.00028350370827614395,0.00020227511770264223
111,0.5306306456239687,0.0012899294495079452,0.06726847811613723,0.0,0.0,0.0007119824810915569,8.210965822076135e-05,0.04597105862175749,0.02154844090561895,0.031816839424773355,0.0,0.0,2.893675001324862e-05,1.2055715592566831e-05,0.0041076388644122825,0.05761651898792006,0.005684445271372423,0.0,0.0,3.5135531850717264e-05,6.902019137837694e-06,0.11368946278386516,0.00028360231343246053,0.00020234547081978945
112,0.5302569449455904,0.001287500695025005,0.06728514961546007,0.0,0.0,0.0007120538765708337,8.239958349663309e-05,0.0460866127293295,0.021496947034538725,0.03174878333479844,0.0,0.0,2.9077004085955515e-05,1.2097391007530142e-05,0.004107708413180423,0.05764860843311284,0.005721262484555764,0.0,0.0,3.517007994014823e-05,6.934782735837566e-06,0.11365945234325989,0.0002837008909831983,0.00020241580424082146
113,0.5298853849048415,0.0012850903681589504,0.06730211250050526,0.0,0.0,0.0007121271581951524,8.268853178268407e-05,0.04620044266692698,0.021445867193141677,0.03168204640367998,0.0,0.0,2.921656795377016e-05,1.2138825278476388e-05,0.004107514751221812,0.05768053407587002,0.005757620400208049,0.0,0.0,3.520458198982243e-05,6.967429703085379e-06,0.11362945029579996,0.00028379944093608576,0.00020248611797125238
114,0.5295159377086328,0.0012826999974832587,0.06731935011987815,0.0,0.0,0.0007122023078271812,8.297650698331582e-05,0.046312576872771835,0.02139520859469311,0.03161659280811143,0.0,0.0,2.9355452011003418e-05,1.218002369363866e-05,0.0041070669802524724,0.05771230413064261,0.005793517820936805,0.0,0.0,3.523904286267851e-05,6.999956079261441e-06,0.11359945660415945,0.0002838979632988492,0.0002025564120165948
115,0.5291485754844154,0.0012803303490853172,0.06733684695920952,0.0,0.0,0.0007122793067494171,8.32635139313549e-05,0.04642304307629357,0.021344977848290335,0.03155238804238643,0.0,0.0,2.9493666357727034e-05,1.2220991415136256e-05,0.004106374158788036,0.057743926544575386,0.005828953821203415,0.0,0.0,3.5273467265797194e-05,7.032358076892372e-06,0.1135694712322179,0.00028399645807921276,0.00020262668638235982
116,0.5287832703154476,0.0012779815020244442,0.06735458855018066,0.0,0.0,0.0007123581357339352,8.354955829885799e-05,0.0465318683363447,0.02129518099957118,0.031489398839219654,0.0,0.0,2.9631220816409633e-05,1.2261733485604109e-05,0.004105445291329244,0.05777540900818454,0.005863927733035932,0.0,0.0,3.5307859756472964e-05,7.0646320740682626e-06,0.11353949414501707,0.00028409492528489854,0.00020269694107405696
117,0.5284199949369439,0.001275653791930503,0.0673725608310418,0.0,0.0,0.0007124387759463318,8.383464570922247e-05,0.04663907905599359,0.0212458234531119,0.03142759323282708,0.0,0.0,2.9768124951631145e-05,1.2302254787415309e-05,0.004104289066571463,0.05780675891547172,0.0058984391822087655,0.0,0.0,3.534222471820289e-05,7.096774638918147e-06,0.11350952530894687,0.0002841933649236261,0.0002027671760971941
118,0.5280587226209625,0.001273347731900327,0.06739075011353157,0.0,0.0,0.0007125212088585877,8.411878177461139e-05,0.04674470107151774,0.021196910077601293,0.031366940364088346,0.0,0.0,2.9904388105284103e-05,1.2342560067632616e-05,0.004102913908085065,0.057837983403686205,0.005932488044535749,0.0,0.0,3.53765663838476e-05,7.128782503738237e-06,0.11347956469156927,0.00028429177700311316,0.00020283739145727757
119,0.5276994269286889,0.0012710637163885583,0.06740914323942267,0.0,0.0,0.0007126054159587513,8.440197235670571e-05,0.046848759693843264,0.021148445280027437,0.03130741036450575,0.0,0.0,3.0040019409038393e-05,1.238265396180475e-05,0.0041013280715307765,0.05786908938465543,0.005966074413767003,0.0,0.0,3.541088885409741e-05,7.1606525450355585e-06,0.11344961226147683,0.0002843901615310754,0.00020290758715981242
120,0.5273420817291599,0.001268801933853698,0.0674277277224824,0.0,0.0,0.0007126913787024628,8.4684223666095e-05,0.04695127960144369,0.021100432932751115,0.03124897453691264,0.0,0.0,3.0175027741284108e-05,1.242254097533113e-05,0.004099539623516827,0.057900083499258584,0.00599919864094226,0.0,0.0,3.544519607061643e-05,7.192381812259279e-06,0.11341966798850558,0.0002844885185152261,0.00020297776321030194
121,0.5269866613468351,0.0012665626451943434,0.06744649148451197,0.0,0.0,0.0007127790787632122,8.496554197294985e-05,0.04705228492919252,0.021052876432808825,0.0311916052068076,0.0,0.0,3.03094217669651e-05,1.2462225490482967e-05,0.004097556394963941,0.05793097214207318,0.0060318613075459595,0.0,0.0,3.547949183022773e-05,7.223967511514157e-06,0.11338973184362447,0.00028458684796327634,0.0002030479196142479
122,0.5266331404633069,0.0012643461227686194,0.06746542282826891,0.0,0.0,0.0007128684979574678,8.524593364084537e-05,0.04715179934437808,0.021005778780652583,0.031135275567045078,0.0,0.0,3.044320996709575e-05,1.2501711786708842e-05,0.004095386026333667,0.05796176149724704,0.006064063189566088,0.0,0.0,3.551377980594887e-05,7.255406982546501e-06,0.11335980379877202,0.00028468514988293545,0.00020311805637715074
123,0.5262814941814516,0.001262152621249578,0.06748451054207065,0.0,0.0,0.0007129596182536789,8.552540517067895e-05,0.04724984593785888,0.020959142501140664,0.031079959866402697,0.0,0.0,3.0576400596062995e-05,1.2541004019114886e-05,0.004093035929370954,0.05799245748964143,0.006095805299248866,0.0,0.0,3.5548063518138183e-05,7.286697729456299e-06,0.11332988382708377,0.0002847834242819101,0.00020318817350450903
124,0.5259316979463763,0.0012599823343319152,0.0675037438635049,0.0,0.0,0.0007130524217183865,8.580396321636036e-05,0.047346447294711845,0.02091296972018464,0.031025633261768874,0.0,0.0,3.070900170946991e-05,1.2580106236984704e-05,0.004090513324335869,0.05802306581718361,0.0061270888507895605,0.0,0.0,3.558234635338601e-05,7.317837399742742e-06,0.11329997190274575,0.00028488167116790496,0.00020325827100181997
125,0.5255837275176017,0.001257835430497854,0.06752311239180225,0.0,0.0,0.0007131468905315181,8.608161453209942e-05,0.04744162556949206,0.020867262228045875,0.030972271679084146,0.0,0.0,3.084102119451258e-05,1.2619022398741896e-05,0.0040878252592961885,0.05805359198268426,0.006157915229663011,0.0,0.0,3.561663158316676e-05,7.348823763937388e-06,0.11327006800084793,0.0002849798905486226,0.00020332834887457923
126,0.5252375590231725,0.0012557120574871496,0.0675426061314721,0.0,0.0,0.0007132430070143314,8.635836597465052e-05,0.04753540242443672,0.020822021436490135,0.030919851918390015,0.0,0.0,3.0972466746291865e-05,1.2657756358992494e-05,0.004084978581596274,0.05808404126483338,0.006188286015886997,0.0,0.0,3.565092234664115e-05,7.379654733662777e-06,0.11324017209751962,0.0002850780824317636,0.0002033984071282809
127,0.5248931689421542,0.001253612350694407,0.06756221545100392,0.0,0.0,0.000713340753632714,8.663422448008559e-05,0.04762779906731356,0.02077724841921354,0.030868351575286515,0.0,0.0,3.110334588340146e-05,1.2696311877107937e-05,0.0040819799485057855,0.05811441873405328,0.006218202965873918,0.0,0.0,3.5685221659851506e-05,7.410328351197423e-06,0.11321028416985723,0.000285176246825026,0.00020346844576841762
128,0.5245505341498206,0.0012515364214956042,0.06758193110964414,0.0,0.0,0.0007134401130249122,8.690919705411562e-05,0.04771883620556435,0.020732943915412996,0.03081774908346251,0.0,0.0,3.12336659321782e-05,1.2734692611260495e-05,0.004078835803274669,0.05814472922981174,0.006247668017704938,0.0,0.0,3.57195324018411e-05,7.440842802249613e-06,0.11318040419603234,0.0002852743837361056,0.00020353846480047997
129,0.5242096317584314,0.0012494843695837192,0.06760174411089777,0.0,0.0,0.0007135410679274867,8.71832907540476e-05,0.04780853424065173,0.020689108443632306,0.03076802340526037,0.0,0.0,3.1363434100473766e-05,1.277290215624723e-05,0.004075552460786267,0.058174977451172456,0.006276683225829263,0.0,0.0,3.57538573685691e-05,7.471196360342507e-06,0.11315053215486892,0.0002853724931726962,0.00020360846422995754
130,0.5238704391497914,0.001247456284883868,0.06762164574990387,0.0,0.0,0.0007136436011825507,8.745651270891563e-05,0.04789691321721122,0.020645742244453386,0.030719154140201276,0.0,0.0,3.1492657456798844e-05,1.281094403105176e-05,0.004072136089457454,0.05820516793453816,0.006305250787159894,0.0,0.0,3.578819926000032e-05,7.501387401534387e-06,0.11312066802594521,0.0002854705751424903,0.00020367844406233874
